Sessione;Elezione;Nome_Elezione;Sezione;Municipio;Lista;Voti
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Alleanza Verdi e Sinistra;14
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Azione - Siamo Europei;48
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Forza Italia - Noi Moderati - PPE;69
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Fratelli D'Italia;144
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Lega Salvini Premier;29
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Movimento 5 Stelle;8
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Pace Terra Dignità;7
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Partito Democratico;71
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;1;1;Stati Uniti D'Europa;38
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Alleanza Verdi e Sinistra;13
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Azione - Siamo Europei;0
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Forza Italia - Noi Moderati - PPE;11
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Fratelli D'Italia;34
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Lega Salvini Premier;19
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Movimento 5 Stelle;11
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Pace Terra Dignità;2
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Partito Democratico;24
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;2;8;Stati Uniti D'Europa;2
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Alleanza Verdi e Sinistra;50
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Alternativa Popolare;2
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Azione - Siamo Europei;15
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Forza Italia - Noi Moderati - PPE;29
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Fratelli D'Italia;99
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Lega Salvini Premier;36
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Libertà;1
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Movimento 5 Stelle;33
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Pace Terra Dignità;8
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Partito Democratico;108
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;3;8;Stati Uniti D'Europa;5
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Alleanza Verdi e Sinistra;38
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Azione - Siamo Europei;28
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Forza Italia - Noi Moderati - PPE;25
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Fratelli D'Italia;135
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Lega Salvini Premier;30
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Libertà;4
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Movimento 5 Stelle;39
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Pace Terra Dignità;10
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Partito Democratico;107
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;4;7;Stati Uniti D'Europa;13
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Alleanza Verdi e Sinistra;15
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Azione - Siamo Europei;31
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Forza Italia - Noi Moderati - PPE;42
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Fratelli D'Italia;83
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Lega Salvini Premier;23
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Movimento 5 Stelle;11
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Pace Terra Dignità;3
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Partito Democratico;65
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;5;1;Stati Uniti D'Europa;48
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Alleanza Verdi e Sinistra;61
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Azione - Siamo Europei;21
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Forza Italia - Noi Moderati - PPE;24
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Fratelli D'Italia;106
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Lega Salvini Premier;35
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Movimento 5 Stelle;33
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Pace Terra Dignità;15
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Partito Democratico;149
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;6;9;Stati Uniti D'Europa;20
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Alleanza Verdi e Sinistra;19
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Alternativa Popolare;2
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Azione - Siamo Europei;56
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Forza Italia - Noi Moderati - PPE;69
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Fratelli D'Italia;151
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Lega Salvini Premier;24
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Libertà;1
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Movimento 5 Stelle;6
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Pace Terra Dignità;10
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Partito Democratico;91
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Rassemblement Valdôtain;2
2024-06-08;1;Elezione del Parlamento Europeo;7;1;Stati Uniti D'Europa;59
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Alleanza Verdi e Sinistra;61
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Azione - Siamo Europei;45
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Forza Italia - Noi Moderati - PPE;40
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Fratelli D'Italia;88
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Lega Salvini Premier;23
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Movimento 5 Stelle;21
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Pace Terra Dignità;16
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Partito Democratico;163
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;8;6;Stati Uniti D'Europa;37
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Alleanza Verdi e Sinistra;13
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Azione - Siamo Europei;20
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Forza Italia - Noi Moderati - PPE;47
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Fratelli D'Italia;66
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Lega Salvini Premier;17
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Movimento 5 Stelle;3
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Pace Terra Dignità;5
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Partito Democratico;74
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;9;1;Stati Uniti D'Europa;28
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Alleanza Verdi e Sinistra;0
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Azione - Siamo Europei;1
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Forza Italia - Noi Moderati - PPE;4
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Fratelli D'Italia;10
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Lega Salvini Premier;10
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Movimento 5 Stelle;1
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Pace Terra Dignità;1
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Partito Democratico;11
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;10;3;Stati Uniti D'Europa;1
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Alleanza Verdi e Sinistra;41
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Azione - Siamo Europei;13
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Forza Italia - Noi Moderati - PPE;28
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Fratelli D'Italia;76
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Lega Salvini Premier;35
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Movimento 5 Stelle;39
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Pace Terra Dignità;10
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Partito Democratico;93
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;11;8;Stati Uniti D'Europa;11
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Alleanza Verdi e Sinistra;14
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Azione - Siamo Europei;4
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Forza Italia - Noi Moderati - PPE;16
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Fratelli D'Italia;105
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Lega Salvini Premier;18
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Libertà;4
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Movimento 5 Stelle;29
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Pace Terra Dignità;2
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Partito Democratico;63
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;12;7;Stati Uniti D'Europa;11
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Alleanza Verdi e Sinistra;34
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Alternativa Popolare;2
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Azione - Siamo Europei;35
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Forza Italia - Noi Moderati - PPE;52
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Fratelli D'Italia;86
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Lega Salvini Premier;23
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Movimento 5 Stelle;7
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Pace Terra Dignità;7
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Partito Democratico;142
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;13;1;Stati Uniti D'Europa;57
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Alleanza Verdi e Sinistra;44
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Alternativa Popolare;3
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Azione - Siamo Europei;28
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Forza Italia - Noi Moderati - PPE;43
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Fratelli D'Italia;111
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Lega Salvini Premier;24
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Movimento 5 Stelle;44
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Pace Terra Dignità;18
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Partito Democratico;116
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;14;8;Stati Uniti D'Europa;22
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Alleanza Verdi e Sinistra;9
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Azione - Siamo Europei;20
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Forza Italia - Noi Moderati - PPE;26
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Fratelli D'Italia;67
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Lega Salvini Premier;28
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Movimento 5 Stelle;9
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Pace Terra Dignità;1
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Partito Democratico;59
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;15;7;Stati Uniti D'Europa;25
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Alleanza Verdi e Sinistra;15
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Alternativa Popolare;2
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Azione - Siamo Europei;56
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Forza Italia - Noi Moderati - PPE;46
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Fratelli D'Italia;115
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Lega Salvini Premier;31
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Libertà;1
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Movimento 5 Stelle;5
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Pace Terra Dignità;4
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Partito Democratico;107
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;16;1;Stati Uniti D'Europa;40
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Alleanza Verdi e Sinistra;1
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Azione - Siamo Europei;0
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Forza Italia - Noi Moderati - PPE;4
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Fratelli D'Italia;11
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Lega Salvini Premier;2
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Movimento 5 Stelle;4
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Pace Terra Dignità;1
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Partito Democratico;6
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;17;5;Stati Uniti D'Europa;1
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Alleanza Verdi e Sinistra;40
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Azione - Siamo Europei;9
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Forza Italia - Noi Moderati - PPE;36
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Fratelli D'Italia;86
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Lega Salvini Premier;33
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Movimento 5 Stelle;23
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Pace Terra Dignità;4
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Partito Democratico;153
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;18;8;Stati Uniti D'Europa;15
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Alleanza Verdi e Sinistra;54
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Azione - Siamo Europei;14
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Forza Italia - Noi Moderati - PPE;39
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Fratelli D'Italia;94
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Lega Salvini Premier;36
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Libertà;3
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Movimento 5 Stelle;31
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Pace Terra Dignità;14
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Partito Democratico;131
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;19;8;Stati Uniti D'Europa;25
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Alleanza Verdi e Sinistra;38
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Azione - Siamo Europei;16
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Forza Italia - Noi Moderati - PPE;29
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Fratelli D'Italia;77
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Lega Salvini Premier;25
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Libertà;5
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Movimento 5 Stelle;28
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Pace Terra Dignità;4
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Partito Democratico;103
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;20;8;Stati Uniti D'Europa;14
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Alleanza Verdi e Sinistra;0
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Azione - Siamo Europei;1
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Forza Italia - Noi Moderati - PPE;1
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Fratelli D'Italia;3
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Lega Salvini Premier;0
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Libertà;0
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Movimento 5 Stelle;1
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Pace Terra Dignità;0
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Partito Democratico;9
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;21;4;Stati Uniti D'Europa;2
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Alleanza Verdi e Sinistra;20
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Azione - Siamo Europei;56
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Forza Italia - Noi Moderati - PPE;65
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Fratelli D'Italia;81
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Lega Salvini Premier;24
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Movimento 5 Stelle;8
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Pace Terra Dignità;3
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Partito Democratico;103
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;22;1;Stati Uniti D'Europa;52
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Alleanza Verdi e Sinistra;49
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Azione - Siamo Europei;34
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Forza Italia - Noi Moderati - PPE;32
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Fratelli D'Italia;144
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Lega Salvini Premier;47
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Libertà;3
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Movimento 5 Stelle;39
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Pace Terra Dignità;22
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Partito Democratico;163
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;23;3;Stati Uniti D'Europa;20
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Alleanza Verdi e Sinistra;30
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Alternativa Popolare;3
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Azione - Siamo Europei;46
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Forza Italia - Noi Moderati - PPE;91
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Fratelli D'Italia;100
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Lega Salvini Premier;37
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Libertà;3
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Movimento 5 Stelle;5
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Pace Terra Dignità;4
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Partito Democratico;169
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;24;1;Stati Uniti D'Europa;55
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Alleanza Verdi e Sinistra;24
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Alternativa Popolare;0
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Azione - Siamo Europei;10
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Forza Italia - Noi Moderati - PPE;28
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Fratelli D'Italia;97
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Lega Salvini Premier;35
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Libertà;1
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Movimento 5 Stelle;27
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Pace Terra Dignità;12
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Partito Democratico;81
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Rassemblement Valdôtain;1
2024-06-08;1;Elezione del Parlamento Europeo;25;8;Stati Uniti D'Europa;11
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Alleanza Verdi e Sinistra;17
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Alternativa Popolare;2
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Azione - Siamo Europei;36
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Forza Italia - Noi Moderati - PPE;70
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Fratelli D'Italia;85
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Lega Salvini Premier;16
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Movimento 5 Stelle;7
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Pace Terra Dignità;4
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Partito Democratico;115
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;26;1;Stati Uniti D'Europa;47
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Alleanza Verdi e Sinistra;30
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Alternativa Popolare;1
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Azione - Siamo Europei;56
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Forza Italia - Noi Moderati - PPE;49
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Fratelli D'Italia;109
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Lega Salvini Premier;17
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Movimento 5 Stelle;10
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Pace Terra Dignità;10
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Partito Democratico;152
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Rassemblement Valdôtain;0
2024-06-08;1;Elezione del Parlamento Europeo;27;1;Stati Uniti D'Europa;56
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Alleanza Verdi e Sinistra;29
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Alternativa Popolare;2
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Azione - Siamo Europei;50
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Forza Italia - Noi Moderati - PPE;38
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Fratelli D'Italia;90
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Lega Salvini Premier;20
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Libertà;2
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Movimento 5 Stelle;14
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Pace Terra Dignità;4
2024-06-08;1;Elezione del Parlamento Europeo;28;1;Partito Democratico;111
